0.000000000000000000e+00,2.427102563502882934e-63
1.001001001001001089e+00,4.373584979080350450e-63
2.002002002002002179e+00,7.871972295518136471e-63
3.003003003003003268e+00,1.415226955667046030e-62
4.004004004004004358e+00,2.541354055749133469e-62
5.005005005005005003e+00,4.558277951518287392e-62
6.006006006006006537e+00,8.166443855401620866e-62
7.007007007007008070e+00,1.461375105198395893e-61
8.008008008008008716e+00,2.612083021288571409e-61
9.009009009009009361e+00,4.663465787547102996e-61
1.001001001001001001e+01,8.316242811839033457e-61
1.101101101101101243e+01,1.481296765175700936e-60
1.201201201201201307e+01,2.635442438505526947e-60
1.301301301301301372e+01,4.683403143042209390e-60
1.401401401401401614e+01,8.313159216229703800e-60
1.501501501501501679e+01,1.473897224010866897e-59
1.601601601601601743e+01,2.610146301876585193e-59
1.701701701701701808e+01,4.616991212061782978e-59
1.801801801801801872e+01,8.157363069214381246e-59
1.901901901901901937e+01,1.439584242083993021e-58
2.002002002002002001e+01,2.537586897481950226e-58
2.102102102102102421e+01,4.467878039454837755e-58
2.202202202202202486e+01,7.857388795949841016e-58
2.302302302302302550e+01,1.380230830861739457e-57
2.402402402402402615e+01,2.421707866376660004e-57
2.502502502502502679e+01,4.244126579091938530e-57
2.602602602602602744e+01,7.429360816284041414e-57
2.702702702702702808e+01,1.299005892445036301e-56
2.802802802802803228e+01,2.268649159266027705e-56
2.902902902902903293e+01,3.957492525879222014e-56
3.003003003003003357e+01,6.895557994151170128e-56
3.103103103103103422e+01,1.200094028506182567e-55
3.203203203203203486e+01,2.086208360144089134e-55
3.303303303303303551e+01,3.622401920353607011e-55
3.403403403403403615e+01,6.282494783738807101e-55
3.503503503503503680e+01,1.088338982719622193e-54
3.603603603603603744e+01,1.883184110476845513e-54
3.703703703703703809e+01,3.254752163003953261e-54
3.803803803803803874e+01,5.618748779787561999e-54
3.903903903903903938e+01,9.688529200566000584e-54
4.004004004004004003e+01,1.668678374244896670e-53
4.104104104104104778e+01,2.870674622078267580e-53
4.204204204204204842e+01,4.932781171233404386e-53
4.304304304304304907e+01,8.466351137078606247e-53
4.404404404404404971e+01,1.451433861775145265e-52
4.504504504504505036e+01,2.485391292564673498e-52
4.604604604604605100e+01,4.250977843117439190e-52
4.704704704704705165e+01,7.262388162732483618e-52
4.804804804804805229e+01,1.239271953211580006e-51
4.904904904904905294e+01,2.112274381505459505e-51
5.005005005005005358e+01,3.596090310404181991e-51
5.105105105105105423e+01,6.115153953986858251e-51
5.205205205205205488e+01,1.038677557252914377e-50
5.305305305305305552e+01,1.762181541900784552e-50
5.405405405405405617e+01,2.986187650976107671e-50
5.505505505505505681e+01,5.054521983332770747e-50
5.605605605605606456e+01,8.545542366118912339e-50
5.705705705705706521e+01,1.443097654405657855e-49
5.805805805805806585e+01,2.434155716693371546e-49
5.905905905905906650e+01,4.101073388634805342e-49
6.006006006006006714e+01,6.901496500860574720e-49
6.106106106106106779e+01,1.160073618481090961e-48
6.206206206206206843e+01,1.947710368440656139e-48
6.306306306306306908e+01,3.266327664145777154e-48
6.406406406406406973e+01,5.471314374072103991e-48
6.506506506506507037e+01,9.154194528355170885e-48
